timestamp,open,high,low,close,volume
2022-01-02 22:00:00+00:00,1.13725,1.13767,1.1367,1.1374,33
2022-01-02 22:15:00+00:00,1.13744,1.13746,1.13732,1.13746,18
2022-01-02 22:30:00+00:00,1.1374,1.13755,1.13732,1.13746,14
2022-01-02 22:45:00+00:00,1.13752,1.13752,1.13748,1.13748,2
2022-01-02 23:00:00+00:00,1.13756,1.13795,1.1373,1.13732,413
2022-01-02 23:15:00+00:00,1.13733,1.13763,1.137,1.13732,177
2022-01-02 23:30:00+00:00,1.13732,1.13744,1.13698,1.1373,160
2022-01-02 23:45:00+00:00,1.13729,1.1373,1.13693,1.1373,145
2022-01-03 00:00:00+00:00,1.13731,1.13757,1.13706,1.13708,168
2022-01-03 00:15:00+00:00,1.1371,1.13711,1.13665,1.13665,193
2022-01-03 00:30:00+00:00,1.13666,1.1367,1.1361,1.13627,230
2022-01-03 00:45:00+00:00,1.13626,1.13638,1.13612,1.1362,217
2022-01-03 01:00:00+00:00,1.13622,1.13648,1.13612,1.1363,146
2022-01-03 01:15:00+00:00,1.13632,1.13653,1.136,1.13615,175
2022-01-03 01:30:00+00:00,1.13616,1.13618,1.135,1.13576,464
2022-01-03 01:45:00+00:00,1.13574,1.13602,1.1352,1.13588,378
2022-01-03 02:00:00+00:00,1.13587,1.13588,1.13492,1.13498,392
2022-01-03 02:15:00+00:00,1.13496,1.13512,1.13483,1.13496,284
2022-01-03 02:30:00+00:00,1.13494,1.13498,1.13448,1.1349,185
2022-01-03 02:45:00+00:00,1.1349,1.13492,1.13425,1.13427,236
2022-01-03 03:00:00+00:00,1.1343,1.1347,1.13425,1.13442,182
2022-01-03 03:15:00+00:00,1.13444,1.13444,1.13423,1.1344,136
2022-01-03 03:30:00+00:00,1.13438,1.13466,1.13412,1.13464,192
2022-01-03 03:45:00+00:00,1.13462,1.135,1.13457,1.13484,180
2022-01-03 04:00:00+00:00,1.13482,1.13482,1.13432,1.13468,182
2022-01-03 04:15:00+00:00,1.13466,1.13492,1.13458,1.13486,115
2022-01-03 04:30:00+00:00,1.13485,1.13485,1.13464,1.13465,57
2022-01-03 04:45:00+00:00,1.13466,1.13467,1.13388,1.13406,271
2022-01-03 05:00:00+00:00,1.13405,1.13414,1.13392,1.134,132
2022-01-03 05:15:00+00:00,1.13397,1.13409,1.13366,1.1337,130
2022-01-03 05:30:00+00:00,1.13368,1.13406,1.13361,1.13406,133
2022-01-03 05:45:00+00:00,1.13407,1.13409,1.13372,1.1338,140
2022-01-03 06:00:00+00:00,1.13381,1.13422,1.1338,1.134,158
2022-01-03 06:15:00+00:00,1.13402,1.13428,1.13382,1.13412,164
2022-01-03 06:30:00+00:00,1.13412,1.13453,1.1341,1.13433,201
2022-01-03 06:45:00+00:00,1.13434,1.13463,1.13432,1.13432,159
2022-01-03 07:00:00+00:00,1.13433,1.13462,1.13398,1.13442,506
2022-01-03 07:15:00+00:00,1.1344,1.13442,1.13364,1.13366,317
2022-01-03 07:30:00+00:00,1.13368,1.13396,1.1335,1.13395,383
2022-01-03 07:45:00+00:00,1.13396,1.13501,1.13362,1.13482,764
2022-01-03 08:00:00+00:00,1.1348,1.1348,1.1337,1.13424,1329
2022-01-03 08:15:00+00:00,1.13422,1.1346,1.13355,1.13372,786
2022-01-03 08:30:00+00:00,1.13372,1.13416,1.13356,1.13394,584
2022-01-03 08:45:00+00:00,1.13396,1.13472,1.13385,1.13465,744
2022-01-03 09:00:00+00:00,1.13464,1.13565,1.13446,1.13558,654
2022-01-03 09:15:00+00:00,1.13557,1.13561,1.13388,1.13392,769
2022-01-03 09:30:00+00:00,1.1339,1.13516,1.13358,1.1348,850
2022-01-03 09:45:00+00:00,1.13478,1.13558,1.13447,1.13518,797
2022-01-03 10:00:00+00:00,1.13516,1.13588,1.13506,1.13581,660
2022-01-03 10:15:00+00:00,1.13582,1.13598,1.13547,1.13555,524
2022-01-03 10:30:00+00:00,1.13554,1.13558,1.1351,1.13519,452
2022-01-03 10:45:00+00:00,1.1352,1.13593,1.13518,1.13554,602
2022-01-03 11:00:00+00:00,1.13552,1.13582,1.13518,1.13576,819
2022-01-03 11:15:00+00:00,1.13578,1.13664,1.13573,1.13608,559
2022-01-03 11:30:00+00:00,1.1361,1.13623,1.13576,1.13586,587
2022-01-03 11:45:00+00:00,1.13588,1.13588,1.13522,1.13557,658
2022-01-03 12:00:00+00:00,1.13556,1.13564,1.13496,1.13554,692
2022-01-03 12:15:00+00:00,1.13553,1.13562,1.13495,1.13536,742
2022-01-03 12:30:00+00:00,1.13534,1.13536,1.13466,1.1351,789
2022-01-03 12:45:00+00:00,1.13508,1.13596,1.13482,1.13587,1143
2022-01-03 13:00:00+00:00,1.13589,1.13591,1.135,1.13556,1178
2022-01-03 13:15:00+00:00,1.13554,1.13633,1.13511,1.13632,1239
2022-01-03 13:30:00+00:00,1.1363,1.13643,1.13476,1.13522,1339
2022-01-03 13:45:00+00:00,1.13524,1.13534,1.1346,1.13508,911
2022-01-03 14:00:00+00:00,1.13507,1.13519,1.13378,1.13386,1077
2022-01-03 14:15:00+00:00,1.13388,1.13392,1.13252,1.13266,1676
2022-01-03 14:30:00+00:00,1.13264,1.13293,1.1323,1.1324,1866
2022-01-03 14:45:00+00:00,1.13238,1.13239,1.13001,1.13063,2503
2022-01-03 15:00:00+00:00,1.13064,1.13094,1.13022,1.13043,2151
2022-01-03 15:15:00+00:00,1.13044,1.13095,1.12921,1.12958,1777
2022-01-03 15:30:00+00:00,1.1296,1.12997,1.1293,1.12996,1561
2022-01-03 15:45:00+00:00,1.12998,1.13013,1.12904,1.12918,1668
2022-01-03 16:00:00+00:00,1.12919,1.12973,1.12908,1.12963,1180
2022-01-03 16:15:00+00:00,1.12964,1.12989,1.1289,1.12927,1299
2022-01-03 16:30:00+00:00,1.12926,1.12956,1.12864,1.1287,1133
2022-01-03 16:45:00+00:00,1.12868,1.12914,1.12829,1.12888,1243
2022-01-03 17:00:00+00:00,1.12886,1.129,1.12828,1.12844,666
2022-01-03 17:15:00+00:00,1.12842,1.12864,1.12798,1.12818,772
2022-01-03 17:30:00+00:00,1.12816,1.12848,1.12798,1.12846,342
2022-01-03 17:45:00+00:00,1.12845,1.12867,1.12822,1.12838,404
2022-01-03 18:00:00+00:00,1.1284,1.12884,1.12834,1.1288,408
2022-01-03 18:15:00+00:00,1.1288,1.1292,1.12864,1.12909,418
2022-01-03 18:30:00+00:00,1.12908,1.12965,1.12904,1.12965,295
2022-01-03 18:45:00+00:00,1.12967,1.1297,1.12938,1.12949,306
2022-01-03 19:00:00+00:00,1.12948,1.12986,1.12938,1.12986,336
2022-01-03 19:15:00+00:00,1.12984,1.12986,1.12961,1.1298,369
2022-01-03 19:30:00+00:00,1.12981,1.12996,1.12952,1.12959,322
2022-01-03 19:45:00+00:00,1.12958,1.12994,1.12951,1.12974,449
2022-01-03 20:00:00+00:00,1.12972,1.12992,1.1296,1.12964,473
2022-01-03 20:15:00+00:00,1.12963,1.12992,1.1296,1.12968,215
2022-01-03 20:30:00+00:00,1.12966,1.13005,1.1296,1.12966,390
2022-01-03 20:45:00+00:00,1.12967,1.12977,1.12939,1.12963,374
2022-01-03 21:00:00+00:00,1.12964,1.12974,1.12946,1.12964,151
2022-01-03 21:15:00+00:00,1.12962,1.12974,1.1296,1.12972,53
2022-01-03 21:30:00+00:00,1.12972,1.12992,1.1297,1.12982,52
2022-01-03 21:45:00+00:00,1.12984,1.12994,1.12969,1.12974,83
2022-01-03 22:00:00+00:00,1.12965,1.12965,1.12946,1.12957,16
2022-01-03 22:15:00+00:00,1.12968,1.12982,1.12944,1.12952,48
2022-01-03 22:30:00+00:00,1.12954,1.12968,1.1295,1.12958,194
2022-01-03 22:45:00+00:00,1.12961,1.12968,1.12952,1.12956,18
2022-01-03 23:00:00+00:00,1.12959,1.12978,1.12956,1.12976,115
2022-01-03 23:15:00+00:00,1.12978,1.12998,1.12978,1.12997,76
2022-01-03 23:30:00+00:00,1.12997,1.13024,1.12956,1.12994,200
2022-01-03 23:45:00+00:00,1.12995,1.13018,1.12982,1.13018,108
2022-01-04 00:00:00+00:00,1.1302,1.13064,1.13014,1.13062,373
2022-01-04 00:15:00+00:00,1.13062,1.13068,1.13038,1.1304,117
2022-01-04 00:30:00+00:00,1.13042,1.13054,1.13038,1.13047,95
2022-01-04 00:45:00+00:00,1.13048,1.13063,1.1304,1.13058,188
2022-01-04 01:00:00+00:00,1.13059,1.1309,1.13056,1.13086,263
2022-01-04 01:15:00+00:00,1.13084,1.13088,1.13052,1.13063,236
2022-01-04 01:30:00+00:00,1.13062,1.13066,1.13036,1.13048,286
2022-01-04 01:45:00+00:00,1.1305,1.13072,1.13014,1.13066,283
2022-01-04 02:00:00+00:00,1.13066,1.13072,1.13054,1.13059,223
2022-01-04 02:15:00+00:00,1.13058,1.13084,1.13046,1.13068,237
2022-01-04 02:30:00+00:00,1.13066,1.13094,1.13061,1.13094,209
2022-01-04 02:45:00+00:00,1.13092,1.13094,1.12998,1.13024,428
2022-01-04 03:00:00+00:00,1.13022,1.13044,1.13002,1.13009,336
2022-01-04 03:15:00+00:00,1.1301,1.13024,1.12954,1.12994,464
2022-01-04 03:30:00+00:00,1.12994,1.13018,1.12992,1.1301,286
2022-01-04 03:45:00+00:00,1.1301,1.13016,1.12978,1.1298,331
2022-01-04 04:00:00+00:00,1.12978,1.13014,1.12966,1.13007,210
2022-01-04 04:15:00+00:00,1.13008,1.13008,1.12992,1.13002,308
2022-01-04 04:30:00+00:00,1.13,1.13057,1.12998,1.13026,300
2022-01-04 04:45:00+00:00,1.13026,1.13028,1.13002,1.13008,236
2022-01-04 05:00:00+00:00,1.13008,1.13058,1.13006,1.13054,277
2022-01-04 05:15:00+00:00,1.13056,1.13059,1.13034,1.13043,117
2022-01-04 05:30:00+00:00,1.13042,1.13054,1.13026,1.13028,156
2022-01-04 05:45:00+00:00,1.1303,1.1305,1.13017,1.13048,148
2022-01-04 06:00:00+00:00,1.13047,1.13072,1.13002,1.13002,290
2022-01-04 06:15:00+00:00,1.13002,1.13013,1.1294,1.12948,296
2022-01-04 06:30:00+00:00,1.12946,1.12981,1.12939,1.12954,226
2022-01-04 06:45:00+00:00,1.12954,1.12964,1.12922,1.12934,265
2022-01-04 07:00:00+00:00,1.12932,1.12944,1.12862,1.12868,687
2022-01-04 07:15:00+00:00,1.1287,1.12898,1.12848,1.1286,623
2022-01-04 07:30:00+00:00,1.12859,1.12894,1.12838,1.1287,734
2022-01-04 07:45:00+00:00,1.12868,1.1293,1.12835,1.12916,891
2022-01-04 08:00:00+00:00,1.12918,1.13,1.12874,1.12998,1460
2022-01-04 08:15:00+00:00,1.12996,1.13006,1.12928,1.12968,1168
2022-01-04 08:30:00+00:00,1.12966,1.12978,1.12912,1.12955,880
2022-01-04 08:45:00+00:00,1.12956,1.12979,1.1289,1.12898,802
2022-01-04 09:00:00+00:00,1.12896,1.12974,1.12834,1.12972,1163
2022-01-04 09:15:00+00:00,1.12972,1.13068,1.1297,1.13056,900
2022-01-04 09:30:00+00:00,1.13056,1.13083,1.13016,1.13017,891
2022-01-04 09:45:00+00:00,1.13016,1.13044,1.12966,1.13022,1045
